File Name Group ChIP Mate
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_H3K27me3/Exp1_Un-synchronized_cells_control_H3K27me3_GGCTAC_L001_R1_001.fastq.gz Exp1_Unsynchronized_H3K27me3 H3K27me3_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_H3K27me3/Exp1_Un-synchronized_cells_control_H3K27me3_GGCTAC_L002_R1_001.fastq.gz Exp1_Unsynchronized_H3K27me3 H3K27me3_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_H3K27me3/Exp1_Un-synchronized_cells_control_H3K27me3_GGCTAC_L004_R1_001.fastq.gz Exp1_Unsynchronized_H3K27me3 H3K27me3_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_H3K27me3/Exp1_Un-synchronized_cells_control_H3K27me3_GGCTAC_L002_R1_002.fastq.gz Exp1_Unsynchronized_H3K27me3 H3K27me3_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L004_R1_001.fastq.gz Exp1_Unsynchronized_H3K27me3_Input H3K27me3_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L001_R1_001.fastq.gz Exp1_Unsynchronized_H3K27me3_Input H3K27me3_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L003_R1_002.fastq.gz Exp1_Unsynchronized_H3K27me3_Input H3K27me3_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L002_R1_001.fastq.gz Exp1_Unsynchronized_H3K27me3_Input H3K27me3_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L002_R1_002.fastq.gz Exp1_Unsynchronized_H3K27me3_Input H3K27me3_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L003_R1_001.fastq.gz Exp1_Unsynchronized_H3K27me3_Input H3K27me3_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L001_R1_002.fastq.gz Exp1_Unsynchronized_H3K27me3_Input H3K27me3_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L004_R1_002.fastq.gz Exp1_Unsynchronized_H3K27me3_Input H3K27me3_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_H3K4me3/Exp1_Un-synchronized_cells_control_H3K4me3_ATCACG_L001_R1_001.fastq.gz Exp1_Unsynchronized_H3K4me3 H3K4me3_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_H3K4me3/Exp1_Un-synchronized_cells_control_H3K4me3_ATCACG_L004_R1_001.fastq.gz Exp1_Unsynchronized_H3K4me3 H3K4me3_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_H3K4me3/Exp1_Un-synchronized_cells_control_H3K4me3_ATCACG_L001_R1_002.fastq.gz Exp1_Unsynchronized_H3K4me3 H3K4me3_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_H3K4me3/Exp1_Un-synchronized_cells_control_H3K4me3_ATCACG_L002_R1_002.fastq.gz Exp1_Unsynchronized_H3K4me3 H3K4me3_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_H3K4me3/Exp1_Un-synchronized_cells_control_H3K4me3_ATCACG_L002_R1_001.fastq.gz Exp1_Unsynchronized_H3K4me3 H3K4me3_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_H3K4me3/Exp1_Un-synchronized_cells_control_H3K4me3_ATCACG_L004_R1_002.fastq.gz Exp1_Unsynchronized_H3K4me3 H3K4me3_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_H3K4me3/Exp1_Un-synchronized_cells_control_H3K4me3_ATCACG_L003_R1_002.fastq.gz Exp1_Unsynchronized_H3K4me3 H3K4me3_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_H3K4me3/Exp1_Un-synchronized_cells_control_H3K4me3_ATCACG_L003_R1_001.fastq.gz Exp1_Unsynchronized_H3K4me3 H3K4me3_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L004_R1_001.fastq.gz Exp1_Unsynchronized_H3K4me3_Input H3K4me3_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L001_R1_001.fastq.gz Exp1_Unsynchronized_H3K4me3_Input H3K4me3_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L003_R1_002.fastq.gz Exp1_Unsynchronized_H3K4me3_Input H3K4me3_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L002_R1_001.fastq.gz Exp1_Unsynchronized_H3K4me3_Input H3K4me3_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L002_R1_002.fastq.gz Exp1_Unsynchronized_H3K4me3_Input H3K4me3_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L003_R1_001.fastq.gz Exp1_Unsynchronized_H3K4me3_Input H3K4me3_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L001_R1_002.fastq.gz Exp1_Unsynchronized_H3K4me3_Input H3K4me3_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L004_R1_002.fastq.gz Exp1_Unsynchronized_H3K4me3_Input H3K4me3_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Polymerase_II/Exp1_Un-synchronized_cells_control_Polymerase_II_TCGAGC_L002_R1_001.fastq.gz Exp1_Unsynchronized_PolII PolII_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Polymerase_II/Exp1_Un-synchronized_cells_control_Polymerase_II_TCGAGC_L003_R1_001.fastq.gz Exp1_Unsynchronized_PolII PolII_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Polymerase_II/Exp1_Un-synchronized_cells_control_Polymerase_II_TCGAGC_L004_R1_001.fastq.gz Exp1_Unsynchronized_PolII PolII_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Polymerase_II/Exp1_Un-synchronized_cells_control_Polymerase_II_TCGAGC_L001_R1_001.fastq.gz Exp1_Unsynchronized_PolII PolII_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L004_R1_001.fastq.gz Exp1_Unsynchronized_PolII_Input PolII_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L001_R1_001.fastq.gz Exp1_Unsynchronized_PolII_Input PolII_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L003_R1_002.fastq.gz Exp1_Unsynchronized_PolII_Input PolII_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L002_R1_001.fastq.gz Exp1_Unsynchronized_PolII_Input PolII_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L002_R1_002.fastq.gz Exp1_Unsynchronized_PolII_Input PolII_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L003_R1_001.fastq.gz Exp1_Unsynchronized_PolII_Input PolII_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L001_R1_002.fastq.gz Exp1_Unsynchronized_PolII_Input PolII_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_Input_DNA/Exp1_Un-synchronized_cells_control_Input_DNA_TAGTCT_L004_R1_002.fastq.gz Exp1_Unsynchronized_PolII_Input PolII_Unsynchronized Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__H3K27me3/Exp2_0_h__H3K27me3_CTTGTA_L005_R1_001.fastq.gz Exp2_0h_H3K27me3 H3K27me3_0h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__H3K27me3/Exp2_0_h__H3K27me3_CTTGTA_L008_R1_001.fastq.gz Exp2_0h_H3K27me3 H3K27me3_0h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__H3K27me3/Exp2_0_h__H3K27me3_CTTGTA_L007_R1_001.fastq.gz Exp2_0h_H3K27me3 H3K27me3_0h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__H3K27me3/Exp2_0_h__H3K27me3_CTTGTA_L006_R1_001.fastq.gz Exp2_0h_H3K27me3 H3K27me3_0h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L005_R1_001.fastq.gz Exp2_0h_H3K27me3_Input H3K27me3_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L006_R1_002.fastq.gz Exp2_0h_H3K27me3_Input H3K27me3_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L006_R1_001.fastq.gz Exp2_0h_H3K27me3_Input H3K27me3_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L007_R1_002.fastq.gz Exp2_0h_H3K27me3_Input H3K27me3_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L007_R1_001.fastq.gz Exp2_0h_H3K27me3_Input H3K27me3_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L008_R1_002.fastq.gz Exp2_0h_H3K27me3_Input H3K27me3_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L008_R1_001.fastq.gz Exp2_0h_H3K27me3_Input H3K27me3_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L005_R1_002.fastq.gz Exp2_0h_H3K27me3_Input H3K27me3_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__H3K4me3/Exp2_0_h__H3K4me3_CGATGT_L006_R1_001.fastq.gz Exp2_0h_H3K4me3 H3K4me3_0h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__H3K4me3/Exp2_0_h__H3K4me3_CGATGT_L005_R1_001.fastq.gz Exp2_0h_H3K4me3 H3K4me3_0h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__H3K4me3/Exp2_0_h__H3K4me3_CGATGT_L007_R1_001.fastq.gz Exp2_0h_H3K4me3 H3K4me3_0h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__H3K4me3/Exp2_0_h__H3K4me3_CGATGT_L008_R1_001.fastq.gz Exp2_0h_H3K4me3 H3K4me3_0h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L005_R1_001.fastq.gz Exp2_0h_H3K4me3_Input H3K4me3_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L006_R1_002.fastq.gz Exp2_0h_H3K4me3_Input H3K4me3_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L006_R1_001.fastq.gz Exp2_0h_H3K4me3_Input H3K4me3_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L007_R1_002.fastq.gz Exp2_0h_H3K4me3_Input H3K4me3_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L007_R1_001.fastq.gz Exp2_0h_H3K4me3_Input H3K4me3_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L008_R1_002.fastq.gz Exp2_0h_H3K4me3_Input H3K4me3_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L008_R1_001.fastq.gz Exp2_0h_H3K4me3_Input H3K4me3_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L005_R1_002.fastq.gz Exp2_0h_H3K4me3_Input H3K4me3_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Polymerase_II/Exp2_0_h__Polymerase_II_TGATAC_L006_R1_001.fastq.gz Exp2_0h_PolII PolII_0h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Polymerase_II/Exp2_0_h__Polymerase_II_TGATAC_L005_R1_001.fastq.gz Exp2_0h_PolII PolII_0h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Polymerase_II/Exp2_0_h__Polymerase_II_TGATAC_L007_R1_001.fastq.gz Exp2_0h_PolII PolII_0h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Polymerase_II/Exp2_0_h__Polymerase_II_TGATAC_L007_R1_002.fastq.gz Exp2_0h_PolII PolII_0h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Polymerase_II/Exp2_0_h__Polymerase_II_TGATAC_L008_R1_002.fastq.gz Exp2_0h_PolII PolII_0h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Polymerase_II/Exp2_0_h__Polymerase_II_TGATAC_L005_R1_002.fastq.gz Exp2_0h_PolII PolII_0h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Polymerase_II/Exp2_0_h__Polymerase_II_TGATAC_L006_R1_002.fastq.gz Exp2_0h_PolII PolII_0h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Polymerase_II/Exp2_0_h__Polymerase_II_TGATAC_L008_R1_001.fastq.gz Exp2_0h_PolII PolII_0h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L005_R1_001.fastq.gz Exp2_0h_PolII_Input PolII_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L006_R1_002.fastq.gz Exp2_0h_PolII_Input PolII_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L006_R1_001.fastq.gz Exp2_0h_PolII_Input PolII_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L007_R1_002.fastq.gz Exp2_0h_PolII_Input PolII_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L007_R1_001.fastq.gz Exp2_0h_PolII_Input PolII_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L008_R1_002.fastq.gz Exp2_0h_PolII_Input PolII_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L008_R1_001.fastq.gz Exp2_0h_PolII_Input PolII_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_0_h__Input_DNA/Exp2_0_h__Input_DNA_TTCCAT_L005_R1_002.fastq.gz Exp2_0h_PolII_Input PolII_0h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_H3K27me3/Exp2_12_h_H3K27me3_TCCGTC_L005_R1_002.fastq.gz Exp2_12h_H3K27me3 H3K27me3_12h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_H3K27me3/Exp2_12_h_H3K27me3_TCCGTC_L008_R1_001.fastq.gz Exp2_12h_H3K27me3 H3K27me3_12h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_H3K27me3/Exp2_12_h_H3K27me3_TCCGTC_L007_R1_002.fastq.gz Exp2_12h_H3K27me3 H3K27me3_12h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_H3K27me3/Exp2_12_h_H3K27me3_TCCGTC_L005_R1_001.fastq.gz Exp2_12h_H3K27me3 H3K27me3_12h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_H3K27me3/Exp2_12_h_H3K27me3_TCCGTC_L006_R1_002.fastq.gz Exp2_12h_H3K27me3 H3K27me3_12h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_H3K27me3/Exp2_12_h_H3K27me3_TCCGTC_L008_R1_002.fastq.gz Exp2_12h_H3K27me3 H3K27me3_12h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_H3K27me3/Exp2_12_h_H3K27me3_TCCGTC_L006_R1_001.fastq.gz Exp2_12h_H3K27me3 H3K27me3_12h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_H3K27me3/Exp2_12_h_H3K27me3_TCCGTC_L007_R1_001.fastq.gz Exp2_12h_H3K27me3 H3K27me3_12h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L006_R1_001.fastq.gz Exp2_12h_H3K27me3_Input H3K27me3_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L007_R1_001.fastq.gz Exp2_12h_H3K27me3_Input H3K27me3_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L006_R1_002.fastq.gz Exp2_12h_H3K27me3_Input H3K27me3_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L005_R1_001.fastq.gz Exp2_12h_H3K27me3_Input H3K27me3_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L008_R1_001.fastq.gz Exp2_12h_H3K27me3_Input H3K27me3_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L008_R1_002.fastq.gz Exp2_12h_H3K27me3_Input H3K27me3_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L005_R1_002.fastq.gz Exp2_12h_H3K27me3_Input H3K27me3_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L007_R1_002.fastq.gz Exp2_12h_H3K27me3_Input H3K27me3_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_H3K4me3/Exp2_12_h_H3K4me3_GCCAAT_L007_R1_001.fastq.gz Exp2_12h_H3K4me3 H3K4me3_12h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_H3K4me3/Exp2_12_h_H3K4me3_GCCAAT_L005_R1_001.fastq.gz Exp2_12h_H3K4me3 H3K4me3_12h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_H3K4me3/Exp2_12_h_H3K4me3_GCCAAT_L006_R1_001.fastq.gz Exp2_12h_H3K4me3 H3K4me3_12h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_H3K4me3/Exp2_12_h_H3K4me3_GCCAAT_L008_R1_001.fastq.gz Exp2_12h_H3K4me3 H3K4me3_12h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L006_R1_001.fastq.gz Exp2_12h_H3K4me3_Input H3K4me3_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L007_R1_001.fastq.gz Exp2_12h_H3K4me3_Input H3K4me3_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L006_R1_002.fastq.gz Exp2_12h_H3K4me3_Input H3K4me3_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L005_R1_001.fastq.gz Exp2_12h_H3K4me3_Input H3K4me3_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L008_R1_001.fastq.gz Exp2_12h_H3K4me3_Input H3K4me3_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L008_R1_002.fastq.gz Exp2_12h_H3K4me3_Input H3K4me3_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L005_R1_002.fastq.gz Exp2_12h_H3K4me3_Input H3K4me3_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L007_R1_002.fastq.gz Exp2_12h_H3K4me3_Input H3K4me3_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Polymerase_II/Exp2_12_h_Polymerase_II_TTCCTG_L006_R1_001.fastq.gz Exp2_12h_PolII PolII_12h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Polymerase_II/Exp2_12_h_Polymerase_II_TTCCTG_L008_R1_001.fastq.gz Exp2_12h_PolII PolII_12h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Polymerase_II/Exp2_12_h_Polymerase_II_TTCCTG_L007_R1_001.fastq.gz Exp2_12h_PolII PolII_12h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Polymerase_II/Exp2_12_h_Polymerase_II_TTCCTG_L005_R1_001.fastq.gz Exp2_12h_PolII PolII_12h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L006_R1_001.fastq.gz Exp2_12h_PolII_Input PolII_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L007_R1_001.fastq.gz Exp2_12h_PolII_Input PolII_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L006_R1_002.fastq.gz Exp2_12h_PolII_Input PolII_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L005_R1_001.fastq.gz Exp2_12h_PolII_Input PolII_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L008_R1_001.fastq.gz Exp2_12h_PolII_Input PolII_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L008_R1_002.fastq.gz Exp2_12h_PolII_Input PolII_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L005_R1_002.fastq.gz Exp2_12h_PolII_Input PolII_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_12_h_Input_DNA/Exp2_12_h_Input_DNA_TGAACT_L007_R1_002.fastq.gz Exp2_12h_PolII_Input PolII_12h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_H3K27me3/Exp2_15_h_H3K27me3_TGTACC_L007_R1_001.fastq.gz Exp2_15h_H3K27me3 H3K27me3_15h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_H3K27me3/Exp2_15_h_H3K27me3_TGTACC_L006_R1_001.fastq.gz Exp2_15h_H3K27me3 H3K27me3_15h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_H3K27me3/Exp2_15_h_H3K27me3_TGTACC_L005_R1_001.fastq.gz Exp2_15h_H3K27me3 H3K27me3_15h ChIP 1
