File Name Group ChIP Mate
/mnt/cargo/epipp_fastqs/Sample_Exp1_15_h_Input_DNA/Exp1_15_h_Input_DNA_GGCACA_L004_R1_001.fastq.gz Exp1_15h_PolII_Input PolII_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_15_h_Input_DNA/Exp1_15_h_Input_DNA_GGCACA_L002_R1_001.fastq.gz Exp1_15h_PolII_Input PolII_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_15_h_Input_DNA/Exp1_15_h_Input_DNA_GGCACA_L001_R1_001.fastq.gz Exp1_15h_PolII_Input PolII_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_H3K27me3/Exp1_18_h_H3K27me3_TTCTGT_L001_R1_001.fastq.gz Exp1_18h_H3K27me3 H3K27me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_H3K27me3/Exp1_18_h_H3K27me3_TTCTGT_L004_R1_001.fastq.gz Exp1_18h_H3K27me3 H3K27me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_H3K27me3/Exp1_18_h_H3K27me3_TTCTGT_L003_R1_001.fastq.gz Exp1_18h_H3K27me3 H3K27me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_H3K27me3/Exp1_18_h_H3K27me3_TTCTGT_L002_R1_001.fastq.gz Exp1_18h_H3K27me3 H3K27me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L002_R1_001.fastq.gz Exp1_18h_H3K27me3_Input H3K27me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L002_R1_002.fastq.gz Exp1_18h_H3K27me3_Input H3K27me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L003_R1_002.fastq.gz Exp1_18h_H3K27me3_Input H3K27me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L004_R1_001.fastq.gz Exp1_18h_H3K27me3_Input H3K27me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L004_R1_002.fastq.gz Exp1_18h_H3K27me3_Input H3K27me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L001_R1_002.fastq.gz Exp1_18h_H3K27me3_Input H3K27me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L001_R1_001.fastq.gz Exp1_18h_H3K27me3_Input H3K27me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L003_R1_001.fastq.gz Exp1_18h_H3K27me3_Input H3K27me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_H3K4me3/Exp1_18_h_H3K4me3_ACTTGA_L001_R1_001.fastq.gz Exp1_18h_H3K4me3 H3K4me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_H3K4me3/Exp1_18_h_H3K4me3_ACTTGA_L001_R1_002.fastq.gz Exp1_18h_H3K4me3 H3K4me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_H3K4me3/Exp1_18_h_H3K4me3_ACTTGA_L002_R1_001.fastq.gz Exp1_18h_H3K4me3 H3K4me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_H3K4me3/Exp1_18_h_H3K4me3_ACTTGA_L004_R1_002.fastq.gz Exp1_18h_H3K4me3 H3K4me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_H3K4me3/Exp1_18_h_H3K4me3_ACTTGA_L004_R1_001.fastq.gz Exp1_18h_H3K4me3 H3K4me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_H3K4me3/Exp1_18_h_H3K4me3_ACTTGA_L003_R1_001.fastq.gz Exp1_18h_H3K4me3 H3K4me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_H3K4me3/Exp1_18_h_H3K4me3_ACTTGA_L003_R1_002.fastq.gz Exp1_18h_H3K4me3 H3K4me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_H3K4me3/Exp1_18_h_H3K4me3_ACTTGA_L002_R1_002.fastq.gz Exp1_18h_H3K4me3 H3K4me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L002_R1_001.fastq.gz Exp1_18h_H3K4me3_Input H3K4me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L002_R1_002.fastq.gz Exp1_18h_H3K4me3_Input H3K4me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L003_R1_002.fastq.gz Exp1_18h_H3K4me3_Input H3K4me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L004_R1_001.fastq.gz Exp1_18h_H3K4me3_Input H3K4me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L004_R1_002.fastq.gz Exp1_18h_H3K4me3_Input H3K4me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L001_R1_002.fastq.gz Exp1_18h_H3K4me3_Input H3K4me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L001_R1_001.fastq.gz Exp1_18h_H3K4me3_Input H3K4me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L003_R1_001.fastq.gz Exp1_18h_H3K4me3_Input H3K4me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Polymerase_II/Exp1_18_h_Polymerase_II_TACAGG_L001_R1_001.fastq.gz Exp1_18h_PolII PolII_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Polymerase_II/Exp1_18_h_Polymerase_II_TACAGG_L004_R1_001.fastq.gz Exp1_18h_PolII PolII_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Polymerase_II/Exp1_18_h_Polymerase_II_TACAGG_L002_R1_001.fastq.gz Exp1_18h_PolII PolII_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Polymerase_II/Exp1_18_h_Polymerase_II_TACAGG_L003_R1_001.fastq.gz Exp1_18h_PolII PolII_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L002_R1_001.fastq.gz Exp1_18h_PolII_Input PolII_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L002_R1_002.fastq.gz Exp1_18h_PolII_Input PolII_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L003_R1_002.fastq.gz Exp1_18h_PolII_Input PolII_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L004_R1_001.fastq.gz Exp1_18h_PolII_Input PolII_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L004_R1_002.fastq.gz Exp1_18h_PolII_Input PolII_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L001_R1_002.fastq.gz Exp1_18h_PolII_Input PolII_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L001_R1_001.fastq.gz Exp1_18h_PolII_Input PolII_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_18_h_Input_DNA/Exp1_18_h_Input_DNA_TCTCAC_L003_R1_001.fastq.gz Exp1_18h_PolII_Input PolII_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_H3K27me3/Exp1_21_h_H3K27me3_TCTGCT_L002_R1_001.fastq.gz Exp1_21h_H3K27me3 H3K27me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_H3K27me3/Exp1_21_h_H3K27me3_TCTGCT_L003_R1_002.fastq.gz Exp1_21h_H3K27me3 H3K27me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_H3K27me3/Exp1_21_h_H3K27me3_TCTGCT_L001_R1_001.fastq.gz Exp1_21h_H3K27me3 H3K27me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_H3K27me3/Exp1_21_h_H3K27me3_TCTGCT_L002_R1_002.fastq.gz Exp1_21h_H3K27me3 H3K27me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_H3K27me3/Exp1_21_h_H3K27me3_TCTGCT_L001_R1_002.fastq.gz Exp1_21h_H3K27me3 H3K27me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_H3K27me3/Exp1_21_h_H3K27me3_TCTGCT_L003_R1_001.fastq.gz Exp1_21h_H3K27me3 H3K27me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_H3K27me3/Exp1_21_h_H3K27me3_TCTGCT_L004_R1_002.fastq.gz Exp1_21h_H3K27me3 H3K27me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_H3K27me3/Exp1_21_h_H3K27me3_TCTGCT_L004_R1_001.fastq.gz Exp1_21h_H3K27me3 H3K27me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L002_R1_001.fastq.gz Exp1_21h_H3K27me3_Input H3K27me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L004_R1_001.fastq.gz Exp1_21h_H3K27me3_Input H3K27me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L003_R1_002.fastq.gz Exp1_21h_H3K27me3_Input H3K27me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L003_R1_001.fastq.gz Exp1_21h_H3K27me3_Input H3K27me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L004_R1_002.fastq.gz Exp1_21h_H3K27me3_Input H3K27me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L001_R1_001.fastq.gz Exp1_21h_H3K27me3_Input H3K27me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L002_R1_002.fastq.gz Exp1_21h_H3K27me3_Input H3K27me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L001_R1_002.fastq.gz Exp1_21h_H3K27me3_Input H3K27me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_H3K4me3/Exp1_21_h_H3K4me3_GATCAG_L003_R1_002.fastq.gz Exp1_21h_H3K4me3 H3K4me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_H3K4me3/Exp1_21_h_H3K4me3_GATCAG_L002_R1_001.fastq.gz Exp1_21h_H3K4me3 H3K4me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_H3K4me3/Exp1_21_h_H3K4me3_GATCAG_L003_R1_001.fastq.gz Exp1_21h_H3K4me3 H3K4me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_H3K4me3/Exp1_21_h_H3K4me3_GATCAG_L001_R1_001.fastq.gz Exp1_21h_H3K4me3 H3K4me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_H3K4me3/Exp1_21_h_H3K4me3_GATCAG_L001_R1_002.fastq.gz Exp1_21h_H3K4me3 H3K4me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_H3K4me3/Exp1_21_h_H3K4me3_GATCAG_L004_R1_002.fastq.gz Exp1_21h_H3K4me3 H3K4me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_H3K4me3/Exp1_21_h_H3K4me3_GATCAG_L004_R1_001.fastq.gz Exp1_21h_H3K4me3 H3K4me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_H3K4me3/Exp1_21_h_H3K4me3_GATCAG_L002_R1_002.fastq.gz Exp1_21h_H3K4me3 H3K4me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L002_R1_001.fastq.gz Exp1_21h_H3K4me3_Input H3K4me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L004_R1_001.fastq.gz Exp1_21h_H3K4me3_Input H3K4me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L003_R1_002.fastq.gz Exp1_21h_H3K4me3_Input H3K4me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L003_R1_001.fastq.gz Exp1_21h_H3K4me3_Input H3K4me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L004_R1_002.fastq.gz Exp1_21h_H3K4me3_Input H3K4me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L001_R1_001.fastq.gz Exp1_21h_H3K4me3_Input H3K4me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L002_R1_002.fastq.gz Exp1_21h_H3K4me3_Input H3K4me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L001_R1_002.fastq.gz Exp1_21h_H3K4me3_Input H3K4me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Polymerase_II/Exp1_21_h_Polymerase_II_TCCTCA_L003_R1_001.fastq.gz Exp1_21h_PolII PolII_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Polymerase_II/Exp1_21_h_Polymerase_II_TCCTCA_L004_R1_001.fastq.gz Exp1_21h_PolII PolII_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Polymerase_II/Exp1_21_h_Polymerase_II_TCCTCA_L001_R1_001.fastq.gz Exp1_21h_PolII PolII_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Polymerase_II/Exp1_21_h_Polymerase_II_TCCTCA_L002_R1_001.fastq.gz Exp1_21h_PolII PolII_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L002_R1_001.fastq.gz Exp1_21h_PolII_Input PolII_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L004_R1_001.fastq.gz Exp1_21h_PolII_Input PolII_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L003_R1_002.fastq.gz Exp1_21h_PolII_Input PolII_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L003_R1_001.fastq.gz Exp1_21h_PolII_Input PolII_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L004_R1_002.fastq.gz Exp1_21h_PolII_Input PolII_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L001_R1_001.fastq.gz Exp1_21h_PolII_Input PolII_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L002_R1_002.fastq.gz Exp1_21h_PolII_Input PolII_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_21_h_Input_DNA/Exp1_21_h_Input_DNA_TCAGGA_L001_R1_002.fastq.gz Exp1_21h_PolII_Input PolII_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_H3K27me3/Exp1_24_h_H3K27me3_TTGGAG_L001_R1_001.fastq.gz Exp1_24h_H3K27me3 H3K27me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_H3K27me3/Exp1_24_h_H3K27me3_TTGGAG_L003_R1_001.fastq.gz Exp1_24h_H3K27me3 H3K27me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_H3K27me3/Exp1_24_h_H3K27me3_TTGGAG_L004_R1_002.fastq.gz Exp1_24h_H3K27me3 H3K27me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_H3K27me3/Exp1_24_h_H3K27me3_TTGGAG_L002_R1_001.fastq.gz Exp1_24h_H3K27me3 H3K27me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_H3K27me3/Exp1_24_h_H3K27me3_TTGGAG_L003_R1_002.fastq.gz Exp1_24h_H3K27me3 H3K27me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_H3K27me3/Exp1_24_h_H3K27me3_TTGGAG_L001_R1_002.fastq.gz Exp1_24h_H3K27me3 H3K27me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_H3K27me3/Exp1_24_h_H3K27me3_TTGGAG_L004_R1_001.fastq.gz Exp1_24h_H3K27me3 H3K27me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L003_R1_002.fastq.gz Exp1_24h_H3K27me3_Input H3K27me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L004_R1_002.fastq.gz Exp1_24h_H3K27me3_Input H3K27me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L001_R1_001.fastq.gz Exp1_24h_H3K27me3_Input H3K27me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L004_R1_001.fastq.gz Exp1_24h_H3K27me3_Input H3K27me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L002_R1_002.fastq.gz Exp1_24h_H3K27me3_Input H3K27me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L002_R1_001.fastq.gz Exp1_24h_H3K27me3_Input H3K27me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L001_R1_002.fastq.gz Exp1_24h_H3K27me3_Input H3K27me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L003_R1_001.fastq.gz Exp1_24h_H3K27me3_Input H3K27me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_H3K4me3/Exp1_24_h_H3K4me3_TAGCTT_L001_R1_001.fastq.gz Exp1_24h_H3K4me3 H3K4me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_H3K4me3/Exp1_24_h_H3K4me3_TAGCTT_L003_R1_002.fastq.gz Exp1_24h_H3K4me3 H3K4me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_H3K4me3/Exp1_24_h_H3K4me3_TAGCTT_L001_R1_002.fastq.gz Exp1_24h_H3K4me3 H3K4me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_H3K4me3/Exp1_24_h_H3K4me3_TAGCTT_L002_R1_002.fastq.gz Exp1_24h_H3K4me3 H3K4me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_H3K4me3/Exp1_24_h_H3K4me3_TAGCTT_L002_R1_001.fastq.gz Exp1_24h_H3K4me3 H3K4me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_H3K4me3/Exp1_24_h_H3K4me3_TAGCTT_L004_R1_002.fastq.gz Exp1_24h_H3K4me3 H3K4me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_H3K4me3/Exp1_24_h_H3K4me3_TAGCTT_L004_R1_001.fastq.gz Exp1_24h_H3K4me3 H3K4me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_H3K4me3/Exp1_24_h_H3K4me3_TAGCTT_L003_R1_001.fastq.gz Exp1_24h_H3K4me3 H3K4me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L003_R1_002.fastq.gz Exp1_24h_H3K4me3_Input H3K4me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L004_R1_002.fastq.gz Exp1_24h_H3K4me3_Input H3K4me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L001_R1_001.fastq.gz Exp1_24h_H3K4me3_Input H3K4me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L004_R1_001.fastq.gz Exp1_24h_H3K4me3_Input H3K4me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L002_R1_002.fastq.gz Exp1_24h_H3K4me3_Input H3K4me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L002_R1_001.fastq.gz Exp1_24h_H3K4me3_Input H3K4me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L001_R1_002.fastq.gz Exp1_24h_H3K4me3_Input H3K4me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L003_R1_001.fastq.gz Exp1_24h_H3K4me3_Input H3K4me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Polymerase_II/Exp1_24_h_Polymerase_II_TGTGGT_L003_R1_001.fastq.gz Exp1_24h_PolII PolII_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Polymerase_II/Exp1_24_h_Polymerase_II_TGTGGT_L004_R1_001.fastq.gz Exp1_24h_PolII PolII_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Polymerase_II/Exp1_24_h_Polymerase_II_TGTGGT_L002_R1_001.fastq.gz Exp1_24h_PolII PolII_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Polymerase_II/Exp1_24_h_Polymerase_II_TGTGGT_L001_R1_001.fastq.gz Exp1_24h_PolII PolII_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L003_R1_002.fastq.gz Exp1_24h_PolII_Input PolII_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L004_R1_002.fastq.gz Exp1_24h_PolII_Input PolII_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L001_R1_001.fastq.gz Exp1_24h_PolII_Input PolII_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L004_R1_001.fastq.gz Exp1_24h_PolII_Input PolII_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L002_R1_002.fastq.gz Exp1_24h_PolII_Input PolII_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L002_R1_001.fastq.gz Exp1_24h_PolII_Input PolII_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L001_R1_002.fastq.gz Exp1_24h_PolII_Input PolII_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_24_h_Input_DNA/Exp1_24_h_Input_DNA_TAAGTT_L003_R1_001.fastq.gz Exp1_24h_PolII_Input PolII_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__H3K27me3/Exp1_3_h__H3K27me3_TGGTTG_L001_R1_002.fastq.gz Exp1_3h_H3K27me3 H3K27me3_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__H3K27me3/Exp1_3_h__H3K27me3_TGGTTG_L001_R1_001.fastq.gz Exp1_3h_H3K27me3 H3K27me3_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__H3K27me3/Exp1_3_h__H3K27me3_TGGTTG_L003_R1_002.fastq.gz Exp1_3h_H3K27me3 H3K27me3_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__H3K27me3/Exp1_3_h__H3K27me3_TGGTTG_L003_R1_001.fastq.gz Exp1_3h_H3K27me3 H3K27me3_3h ChIP 1
